Timestamps, W/m2 Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance, degrees Wind Direction, m/s Wind Speed, m/s Gust Speed, degree_C Air Temperature, kPa Vapor Pressure, kPa Atmospheric Pressure, degrees X-axis Level, degrees Y-axis Level, mm/h Max Precip Rate, degree_C RH Sensor Temp, kPa VPD, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, m3/m3 Water Content, degree_C Soil Temperature, mS/cm Saturation Extract EC, kPa Matric Potential, degree_C Soil Temperature, degree_C 5 cm Soil Temperature 1, degree_C 10 cm Soil Temperature 2, degree_C 20 cm Soil Temperature 3, degree_C 30 cm Soil Temperature 4, degree_C 50 cm Soil Temperature 5, degree_C 100 cm Soil Temperature 6,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, degree_C Logger Temperature
04/27/2025 08:10:00 PM,18.6,0,0,0,151,0.62,0.91,8.6,0.366,93.79,-1.3,1.6,0,9.8,0.75,0.31,9.3,0.956,0.361,10.3,1.093,-2653.4,9.7,8.74,8.39,7.6,11.13,8.83,4.58,100,8355,93.75,9.4
04/27/2025 08:15:00 PM,15.4,0,0,0,103,0.77,1.01,8.3,0.36,93.78,-1.2,1.6,0,9.3,0.74,0.309,9.1,0.956,0.361,10.3,1.085,-2671.1,9.3,7.69,7.26,6.38,10.69,8.84,4.6,100,8348,93.75,8.7
04/27/2025 08:20:00 PM,12.4,0,0,0,97,1.07,1.37,8,0.36,93.78,-1.4,1.5,0,8.7,0.72,0.31,9,0.959,0.361,10.3,1.083,-2714.5,9,6.45,5.99,4.86,10.26,8.86,4.6,100,8354,93.75,8.1
04/27/2025 08:25:00 PM,9.8,0,0,0,98,1.07,1.31,7.8,0.36,93.78,-1.2,1.6,0,8.2,0.7,0.31,8.9,0.964,0.361,10.2,1.086,-2712,8.7,5.39,4.92,3.73,9.83,8.86,4.6,100,8353,93.75,7.5
04/27/2025 08:30:00 PM,7.2,0,0,0,93,1.16,1.37,7.4,0.36,93.78,-1.3,1.5,0,7.7,0.67,0.31,8.7,0.969,0.361,10.2,1.086,-2697.7,8.4,4.54,4.07,3.01,9.44,8.88,4.6,100,8351,93.74,6.9
04/27/2025 08:35:00 PM,5,0,0,0,99,1.19,1.4,7,0.36,93.78,-1.4,1.6,0,7.3,0.64,0.31,8.6,0.965,0.361,10.1,1.089,-2740.3,8.1,3.8,3.44,2.38,9.11,8.9,4.59,100,8352,93.74,6.4
04/27/2025 08:40:00 PM,3.2,0,0,0,102,1.32,1.55,7,0.352,93.77,-1.5,1.6,0,6.9,0.65,0.31,8.5,0.97,0.361,10.1,1.086,-2740.9,7.9,3.32,2.97,1.97,8.79,8.91,4.6,100,8352,93.73,5.9
04/27/2025 08:45:00 PM,1.8,0,0,0,98,1.26,1.56,6.6,0.35,93.77,-1.3,1.6,0,6.5,0.62,0.31,8.4,0.97,0.361,10,1.092,-2670.5,7.7,2.82,2.44,1.44,8.53,8.92,4.61,100,8350,93.73,5.4
04/27/2025 08:50:00 PM,0.8,0,0,0,86,1.05,1.21,6.2,0.35,93.77,-1.4,1.6,0,6.2,0.6,0.31,8.3,0.975,0.361,10,1.092,-2700.2,7.5,2.26,1.84,1.02,8.27,8.93,4.6,100,8348,93.73,4.9
04/27/2025 08:55:00 PM,0,0,0,0,94,1.04,1.3,5.3,0.35,93.76,-1.5,1.5,0,5.8,0.54,0.31,8.1,0.975,0.361,9.9,1.087,-2687.2,7.3,1.89,1.58,0.56,8.06,8.93,4.6,100,8349,93.73,4.4
04/27/2025 09:00:00 PM,0,0,0,0,80,0.88,1.13,4.8,0.346,93.76,-1.5,1.5,0,5.3,0.52,0.31,8,0.973,0.361,9.8,1.087,-2681.6,7.1,1.5,1.14,0.24,7.81,8.93,4.59,100,8349,93.73,3.9
04/27/2025 09:05:00 PM,0,0,0,0,92,0.56,0.83,4.6,0.34,93.77,-1.6,1.5,0,4.9,0.51,0.31,7.9,0.979,0.362,9.8,1.089,-2648.5,6.9,1.08,0.69,-0.06,7.63,8.97,4.6,100,8349,93.73,3.4
04/27/2025 09:10:00 PM,0,0,0,0,106,0.4,0.72,4.1,0.34,93.76,-1.5,1.5,0,4.4,0.48,0.31,7.8,0.981,0.361,9.7,1.09,-2641.2,6.8,0.66,0.18,-0.45,7.4,8.97,4.6,100,8347,93.72,2.9
04/27/2025 09:15:00 PM,0,0,0,0,95,0.55,0.92,4,0.34,93.75,-1.7,1.6,0,3.9,0.47,0.31,7.7,0.981,0.361,9.7,1.09,-2568.6,6.6,0.47,0.07,-0.56,7.25,8.97,4.61,100,8348,93.71,2.4
04/27/2025 09:20:00 PM,0,0,0,0,178,0.54,0.89,3.3,0.336,93.75,-1.6,1.5,0,3.5,0.44,0.31,7.6,0.981,0.361,9.6,1.09,-2538,6.4,0.25,-0.36,-0.82,7.08,8.98,4.61,100,8346,93.71,2
04/27/2025 09:25:00 PM,0,0,0,0,147,0.62,0.95,3.1,0.338,93.74,-1.7,1.6,0,3.1,0.43,0.31,7.5,0.978,0.362,9.6,1.09,-2511.3,6.3,0.13,-0.36,-0.88,6.9,8.98,4.61,100,8345,93.7,1.6
04/27/2025 09:30:00 PM,0,0,0,0,105,0.88,1.19,3.4,0.336,93.74,-1.7,1.6,0,2.8,0.44,0.31,7.4,0.98,0.362,9.5,1.088,-2506.1,6.2,0.18,-0.09,-1.04,6.77,9,4.6,100,8347,93.7,1.4
04/27/2025 09:35:00 PM,0,0,0,0,114,0.78,1.12,3.3,0.338,93.73,-1.7,1.5,0,2.6,0.44,0.31,7.3,0.989,0.362,9.4,1.085,-2446.8,6,0.3,-0.08,-1.2,6.61,9,4.61,100,8343,93.7,1.3
04/27/2025 09:40:00 PM,0,0,0,0,98,1.29,1.95,3.7,0.336,93.73,-1.7,1.5,0,2.5,0.46,0.31,7.2,0.99,0.362,9.4,1.088,-2435.5,5.9,0.5,0.16,-0.93,6.45,9,4.6,100,8342,93.7,1.2
04/27/2025 09:45:00 PM,0,0,0,0,94,1.03,1.46,3.8,0.334,93.73,-1.7,1.6,0,2.5,0.47,0.31,7.1,0.99,0.362,9.3,1.088,-2349.6,5.8,0.58,0.22,-0.57,6.35,9,4.61,100,8342,93.69,1.2
04/27/2025 09:50:00 PM,0,0,0,0,96,1.15,1.69,3.2,0.33,93.73,-1.6,1.5,0,2.5,0.44,0.31,7.1,0.99,0.362,9.3,1.086,-2350.7,5.7,0.35,0.06,-0.63,6.28,9.01,4.61,100,8342,93.69,1.1
04/27/2025 09:55:00 PM,0,0,0,0,97,1.29,1.71,3.5,0.33,93.73,-1.7,1.6,0,2.4,0.45,0.31,7,0.99,0.362,9.2,1.088,-2344.2,5.7,0.31,0.07,-0.46,6.22,9,4.62,100,8340,93.69,0.9
04/27/2025 10:00:00 PM,0,0,0,0,106,1.02,1.5,3.4,0.33,93.72,-1.7,1.6,0,2.4,0.45,0.311,6.9,0.993,0.362,9.2,1.086,-2273,5.6,0.12,-0.09,-0.6,6.12,9.02,4.62,100,8342,93.69,0.8
04/27/2025 10:05:00 PM,0,0,0,0,100,1.23,1.63,3.8,0.33,93.72,-1.7,1.6,0,2.4,0.47,0.311,6.9,0.993,0.362,9.1,1.087,-2227.9,5.5,0.2,0.03,-0.44,6.03,9.01,4.62,100,8343,93.69,0.7
04/27/2025 10:10:00 PM,0,0,0,0,105,1.32,1.81,3.5,0.33,93.72,-1.7,1.5,0,2.4,0.45,0.311,6.8,0.99,0.362,9,1.089,-2190.3,5.4,0.36,0.27,-0.17,5.96,9.01,4.61,100,8342,93.68,0.7
04/27/2025 10:15:00 PM,0,0,0,0,107,1.24,1.96,3.4,0.328,93.72,-1.7,1.6,0,2.4,0.45,0.311,6.8,0.988,0.362,9,1.086,-2157.7,5.3,0.51,0.35,-0.14,5.91,9.02,4.62,100,8340,93.68,0.7
04/27/2025 10:20:00 PM,0,0,0,0,111,1.37,1.9,3.3,0.33,93.71,-1.6,1.6,0,2.4,0.44,0.311,6.7,0.991,0.362,8.9,1.087,-2112.5,5.3,0.55,0.38,-0.11,5.85,9.01,4.61,100,8345,93.68,0.6
04/27/2025 10:25:00 PM,0,0,0,0,110,1.38,1.77,3.8,0.332,93.71,-1.8,1.6,0,2.4,0.47,0.311,6.7,0.991,0.362,8.9,1.084,-2098,5.2,0.69,0.63,-0.01,5.78,9.02,4.61,100,8340,93.67,0.6
04/27/2025 10:30:00 PM,0,0,0,0,110,1.55,1.83,4,0.33,93.71,-1.7,1.5,0,2.5,0.48,0.311,6.6,0.989,0.362,8.8,1.084,-2064.9,5.2,0.95,0.84,0.24,5.74,9.02,4.61,100,8338,93.67,0.7
04/27/2025 10:35:00 PM,0,0,0,0,112,1.68,2.13,4.1,0.33,93.7,-1.6,1.6,0,2.7,0.49,0.311,6.6,0.984,0.362,8.8,1.087,-2021.1,5.1,1.05,0.91,0.39,5.7,9.01,4.62,100,8339,93.67,0.7
04/27/2025 10:40:00 PM,0,0,0,0,105,1.24,1.58,3.5,0.33,93.7,-1.6,1.6,0,2.7,0.46,0.311,6.5,0.989,0.362,8.7,1.085,-1998.5,5,0.88,0.57,-0.01,5.65,9.02,4.62,100,8340,93.66,0.7
04/27/2025 10:45:00 PM,0,0,0,0,92,1.41,1.84,3.3,0.33,93.7,-1.6,1.5,0,2.7,0.45,0.311,6.5,0.989,0.362,8.7,1.085,-1980.6,5,0.04,-0.38,-0.8,5.53,9.02,4.61,100,8337,93.66,0.6
04/27/2025 10:50:00 PM,0,0,0,0,96,1.41,2.07,3.2,0.33,93.69,-1.7,1.5,0,2.6,0.44,0.311,6.4,0.989,0.362,8.6,1.085,-1951.6,4.9,-0.59,-0.86,-1.17,5.42,9,4.61,100,8336,93.65,0.3
04/27/2025 10:55:00 PM,0,0,0,0,98,1.49,1.93,3,0.33,93.69,-1.7,1.5,0,2.5,0.43,0.311,6.4,0.99,0.362,8.6,1.082,-1909.8,4.8,-0.68,-0.81,-1.13,5.3,9.01,4.62,100,8336,93.64,0.1
04/27/2025 11:00:00 PM,0,0,0,0,107,1.42,1.76,3.2,0.33,93.68,-1.7,1.6,0,2.4,0.44,0.311,6.3,0.99,0.362,8.5,1.083,-1913.4,4.7,-0.47,-0.52,-0.93,5.2,9,4.62,100,8337,93.64,0
04/27/2025 11:05:00 PM,0,0,0,0,113,1.39,1.84,3.3,0.33,93.67,-1.7,1.5,0,2.3,0.45,0.311,6.2,0.99,0.362,8.5,1.075,-1864.6,4.6,-0.21,-0.28,-0.79,5.15,9,4.62,100,8338,93.63,0
04/27/2025 11:10:00 PM,0,0,0,0,110,1.47,2.76,3.4,0.33,93.67,-1.5,1.6,0,2.3,0.45,0.311,6.2,0.99,0.362,8.4,1.083,-1841.6,4.6,0.04,-0.07,-0.66,5.05,9,4.62,100,8335,93.63,0.1
04/27/2025 11:15:00 PM,0,0,0,0,120,1.37,1.86,3.2,0.33,93.67,-1.7,1.6,0,2.3,0.44,0.311,6.1,0.992,0.362,8.4,1.085,-1805.5,4.5,0.09,-0.12,-0.66,5.01,9,4.63,100,8336,93.63,0
04/27/2025 11:20:00 PM,0,0,0,0,116,1.55,1.85,3.4,0.33,93.67,-1.7,1.5,0,2.4,0.45,0.311,6.1,0.988,0.362,8.3,1.083,-1759.1,4.5,0.12,-0.05,-0.64,4.95,8.99,4.62,100,8337,93.63,0
04/27/2025 11:25:00 PM,0,0,0,0,117,1.59,2.12,3.7,0.34,93.66,-1.7,1.6,0,2.4,0.46,0.311,6.1,0.986,0.363,8.3,1.086,-1731.4,4.4,0.29,0.17,-0.42,4.91,8.98,4.63,100,8336,93.63,0
04/27/2025 11:30:00 PM,0,0,0,0,129,1.59,2.22,4,0.34,93.66,-1.6,1.4,0,2.5,0.47,0.311,6,0.986,0.363,8.2,1.083,-1723.4,4.4,0.55,0.33,-0.11,4.88,8.97,4.63,100,8336,93.62,0.1
04/27/2025 11:35:00 PM,0,0,0,0,129,1.8,4.03,4.6,0.34,93.66,-1.6,1.4,0,2.7,0.51,0.311,6,0.988,0.362,8.2,1.081,-1718.3,4.3,0.98,0.83,0.5,4.89,8.97,4.64,100,8333,93.62,0.2
04/27/2025 11:40:00 PM,0,0,0,0,127,1.49,2.07,4.4,0.35,93.66,-1.6,1.5,0,3,0.49,0.311,6,0.986,0.363,8.1,1.081,-1686.9,4.3,1.37,1.18,0.79,4.9,8.97,4.62,100,8335,93.62,0.5
04/27/2025 11:45:00 PM,0,0,0,0,127,1.62,2.15,4.5,0.35,93.65,-1.7,1.6,0,3.1,0.49,0.311,6,0.981,0.363,8.1,1.079,-1659.6,4.3,1.47,1.25,0.79,4.91,8.95,4.62,100,8335,93.61,0.6
04/27/2025 11:50:00 PM,0,0,0,0,125,1.57,2.44,4.5,0.35,93.65,-1.7,1.6,0,3.3,0.49,0.311,6,0.981,0.363,8,1.079,-1628.5,4.2,1.49,1.28,0.78,4.89,8.96,4.62,100,8334,93.61,0.7
04/27/2025 11:55:00 PM,0,0,0,0,123,1.35,2.14,4.4,0.35,93.65,-1.7,1.6,0,3.4,0.49,0.311,5.9,0.975,0.363,8,1.077,-1613.6,4.2,1.46,1.21,0.61,4.87,8.95,4.62,100,8334,93.61,0.8
04/28/2025 12:00:00 AM,0,0,0,0,126,1.33,1.86,4.3,0.35,93.64,-1.6,1.5,0,3.3,0.48,0.311,5.9,0.988,0.363,8,1.076,-1604.3,4.2,1.43,1.17,0.58,4.82,8.93,4.63,100,8333,93.61,0.8
04/28/2025 12:05:00 AM,0,0,0,0,117,1.53,3.84,4.2,0.35,93.64,-1.6,1.5,0,3.3,0.48,0.311,5.9,0.984,0.363,7.9,1.084,-1588.9,4.1,1.34,1.09,0.44,4.77,8.91,4.63,100,8260,93.6,0.9
04/28/2025 12:10:00 AM,0,0,0,0,117,1.42,2.19,4.2,0.352,93.64,-1.6,1.6,0,3.3,0.47,0.311,5.8,0.982,0.363,7.9,1.074,-1545.6,4.1,1.29,1.04,0.38,4.71,8.91,4.63,100,8325,93.6,1
04/28/2025 12:15:00 AM,0,0,0,0,114,1.4,1.93,3.9,0.352,93.64,-1.6,1.6,0,3.2,0.46,0.311,5.8,0.986,0.363,7.8,1.079,-1539.6,4,1.08,0.85,0,4.63,8.9,4.62,100,8325,93.6,0.9
04/28/2025 12:20:00 AM,0,0,0,0,117,1.45,2.28,3.8,0.358,93.63,-1.6,1.6,0,3.2,0.44,0.311,5.8,0.988,0.363,7.8,1.077,-1518.4,4,1,0.78,0.02,4.55,8.9,4.64,100,8324,93.59,0.9
04/28/2025 12:25:00 AM,0,0,0,0,114,1.3,1.67,3.6,0.358,93.63,-1.7,1.6,0,3.1,0.43,0.311,5.7,0.987,0.363,7.8,1.077,-1505.9,3.9,0.85,0.6,-0.15,4.49,8.88,4.64,100,8324,93.59,0.8
04/28/2025 12:30:00 AM,0,0,0,0,105,1.25,2.33,3.5,0.358,93.63,-1.6,1.6,0,2.9,0.43,0.311,5.7,0.987,0.363,7.7,1.077,-1456.1,3.9,0.86,0.68,0,4.43,8.88,4.62,100,8326,93.59,0.7
04/28/2025 12:35:00 AM,0,0,0,0,101,1.1,1.81,3.3,0.36,93.62,-1.7,1.5,0,2.8,0.42,0.311,5.7,0.987,0.363,7.7,1.067,-1429.2,3.8,0.77,0.53,-0.19,4.4,8.85,4.64,100,8324,93.59,0.7
04/28/2025 12:40:00 AM,0,0,0,0,96,0.96,1.73,3.4,0.36,93.62,-1.8,1.5,0,2.6,0.42,0.311,5.6,0.987,0.363,7.6,1.07,-1419,3.8,0.56,0.25,-0.48,4.36,8.86,4.65,100,8326,93.58,0.6
04/28/2025 12:45:00 AM,0,0,0,0,77,0.65,1.29,3,0.36,93.61,-1.6,1.5,0,2.5,0.4,0.311,5.6,0.989,0.363,7.6,1.07,-1373.1,3.7,0.23,-0.11,-0.76,4.27,8.85,4.63,100,8322,93.58,0.6
04/28/2025 12:50:00 AM,0,0,0,0,79,0.81,1.42,3.1,0.36,93.6,-1.7,1.6,0,2.3,0.4,0.311,5.5,0.989,0.363,7.6,1.07,-1360.5,3.7,-0.08,-0.38,-0.97,4.18,8.85,4.63,100,8323,93.57,0.4
04/28/2025 12:55:00 AM,0,0,0,0,47,0.93,1.28,2.7,0.36,93.6,-1.8,1.6,0,2.2,0.38,0.311,5.5,0.992,0.363,7.5,1.07,-1348.9,3.7,-0.49,-0.83,-1.3,4.12,8.83,4.64,100,8322,93.56,0.2
04/28/2025 01:00:00 AM,0,0,0,0,62,0.95,1.42,2.4,0.36,93.6,-1.7,1.6,0,2,0.36,0.311,5.4,0.99,0.363,7.5,1.073,-1328,3.6,-0.76,-1.04,-1.52,4.04,8.81,4.63,100,8320,93.56,0
04/28/2025 01:05:00 AM,0,0,0,0,48,0.72,1.07,2.1,0.36,93.58,-1.7,1.5,0,1.7,0.35,0.311,5.4,0.99,0.363,7.4,1.073,-1301.1,3.5,-1,-1.34,-1.8,3.94,8.79,4.64,100,8320,93.55,-0.2
04/28/2025 01:10:00 AM,0,0,0,0,44,1.2,1.65,1.6,0.36,93.58,-1.8,1.5,0,1.5,0.33,0.312,5.3,0.988,0.363,7.4,1.078,-1295.7,3.5,-1.27,-1.56,-1.96,3.87,8.78,4.64,100,8319,93.54,-0.4
04/28/2025 01:15:00 AM,0,0,0,0,44,1.07,1.65,1.6,0.36,93.57,-1.7,1.6,0,1.3,0.33,0.312,5.3,0.99,0.363,7.4,1.073,-1285.9,3.4,-1.58,-1.86,-2.18,3.82,8.76,4.64,100,8319,93.54,-0.7
04/28/2025 01:20:00 AM,0,0,0,0,75,0.85,1.46,2,0.36,93.57,-1.7,1.5,0,1.1,0.34,0.312,5.2,0.99,0.363,7.3,1.078,-1286.8,3.3,-1.6,-1.85,-2.22,3.71,8.75,4.64,100,8318,93.54,-0.8
04/28/2025 01:25:00 AM,0,0,0,0,90,0.87,1.66,2,0.368,93.56,-1.8,1.5,0,1,0.34,0.312,5.2,0.993,0.363,7.3,1.076,-1247.4,3.3,-1.69,-2.07,-2.57,3.64,8.73,4.64,100,8319,93.53,-0.9
04/28/2025 01:30:00 AM,0,0,0,0,97,1.23,1.56,2.4,0.37,93.56,-1.7,1.5,0,1,0.36,0.312,5.1,0.995,0.363,7.2,1.078,-1251.7,3.2,-1.82,-2.26,-2.89,3.53,8.73,4.65,100,8319,93.52,-0.9
04/28/2025 01:35:00 AM,0,0,0,0,102,1.36,1.69,2.5,0.37,93.55,-1.9,1.5,0,1.1,0.36,0.312,5,0.993,0.363,7.2,1.074,-1247.4,3.1,-1.76,-2.11,-3.02,3.45,8.73,4.65,100,8317,93.52,-0.9
04/28/2025 01:40:00 AM,0,0,0,0,103,1.53,1.9,2.5,0.372,93.55,-1.7,1.6,0,1.1,0.36,0.312,5,0.993,0.363,7.2,1.076,-1230.5,3.1,-1.49,-1.7,-2.47,3.38,8.71,4.65,100,8317,93.51,-0.9
04/28/2025 01:45:00 AM,0,0,0,0,100,1.59,1.88,2.4,0.378,93.54,-1.7,1.5,0,1.3,0.35,0.312,4.9,0.992,0.363,7.1,1.071,-1204.5,3,-1.25,-1.48,-2.2,3.34,8.71,4.66,100,8316,93.51,-0.9
04/28/2025 01:50:00 AM,0,0,0,0,95,1.74,2.21,1.9,0.374,93.54,-1.6,1.5,0,1.2,0.33,0.312,4.9,0.991,0.363,7.1,1.073,-1193.4,3,-1.48,-1.81,-2.41,3.3,8.69,4.66,100,8317,93.5,-1
04/28/2025 01:55:00 AM,0,0,0,0,100,1.75,2.1,2,0.376,93.53,-1.8,1.5,0,1.2,0.33,0.312,4.9,0.989,0.363,7,1.076,-1176.2,2.9,-1.66,-1.9,-2.37,3.24,8.67,4.65,100,8317,93.5,-1.2
04/28/2025 02:00:00 AM,0,0,0,0,96,1.74,2.33,1.7,0.372,93.53,-1.7,1.7,0,1.2,0.32,0.312,4.9,0.992,0.363,7,1.079,-1153.4,2.9,-1.89,-2.16,-2.56,3.17,8.66,4.66,100,8317,93.49,-1.4
04/28/2025 02:05:00 AM,0,0,0,0,101,1.9,2.34,1.9,0.376,93.52,-1.9,1.5,0,1.1,0.33,0.312,4.8,0.99,0.363,7,1.076,-1132.4,2.8,-2.16,-2.34,-2.68,3.13,8.64,4.66,100,8314,93.48,-1.6
04/28/2025 02:10:00 AM,0,0,0,0,105,1.96,2.73,1.7,0.372,93.51,-1.8,1.6,0,1,0.32,0.312,4.8,0.987,0.364,6.9,1.074,-1124.6,2.8,-2.06,-2.18,-2.46,3.07,8.63,4.66,100,8314,93.47,-1.7
04/28/2025 02:15:00 AM,0,0,0,0,105,1.56,2.56,1.3,0.376,93.51,-1.7,1.5,0,1,0.3,0.312,4.7,0.992,0.364,6.9,1.074,-1108.9,2.7,-2.11,-2.33,-2.62,3.03,8.61,4.66,100,8314,93.47,-1.8
04/28/2025 02:20:00 AM,0,0,0,0,106,1.35,1.96,1.1,0.37,93.5,-1.8,1.5,0,0.8,0.29,0.312,4.7,0.99,0.364,6.9,1.069,-1093.2,2.7,-2.45,-2.69,-3.17,2.99,8.6,4.66,100,8312,93.47,-2
04/28/2025 02:25:00 AM,0,0,0,0,110,1.32,1.79,1.2,0.378,93.5,-1.7,1.5,0,0.7,0.29,0.312,4.6,0.99,0.364,6.8,1.072,-1082.4,2.6,-2.42,-2.52,-2.98,2.92,8.59,4.67,100,8314,93.46,-2
04/28/2025 02:30:00 AM,0,0,0,0,95,1.7,2.24,1.4,0.376,93.48,-1.8,1.5,0,0.6,0.3,0.312,4.6,0.99,0.364,6.8,1.074,-1061.4,2.6,-2.31,-2.51,-3.03,2.86,8.57,4.65,100,8312,93.45,-2.1
04/28/2025 02:35:00 AM,0,0,0,0,98,1.65,2.16,1.2,0.38,93.48,-1.8,1.4,0,0.5,0.28,0.312,4.6,0.988,0.364,6.8,1.072,-1043.7,2.5,-2.45,-2.7,-3.13,2.81,8.57,4.66,100,8317,93.45,-2.1
04/28/2025 02:40:00 AM,0,0,0,0,97,1.82,2.17,1.5,0.38,93.48,-1.7,1.5,0,0.5,0.3,0.312,4.5,0.991,0.364,6.7,1.074,-1037.8,2.5,-2.45,-2.61,-3.09,2.72,8.55,4.66,100,8313,93.44,-2.2
04/28/2025 02:45:00 AM,0,0,0,0,97,1.77,2.27,1.3,0.38,93.47,-1.8,1.6,0,0.4,0.29,0.312,4.5,0.991,0.364,6.7,1.074,-1032.5,2.5,-2.39,-2.55,-3.04,2.66,8.55,4.66,100,8314,93.44,-2.1
04/28/2025 02:50:00 AM,0,0,0,0,107,1.7,2.14,1.5,0.38,93.47,-1.8,1.5,0,0.4,0.3,0.312,4.5,0.988,0.364,6.6,1.075,-1014.8,2.4,-2.46,-2.66,-3.18,2.63,8.52,4.66,100,8311,93.43,-2.2
04/28/2025 02:55:00 AM,0,0,0,0,122,1.42,1.8,0.9,0.38,93.46,-1.8,1.6,0,0.5,0.27,0.312,4.4,0.984,0.364,6.6,1.075,-990.4,2.4,-2.44,-2.69,-3.06,2.58,8.52,4.65,100,8313,93.42,-2.2
04/28/2025 03:00:00 AM,0,0,0,0,120,1.64,2.15,0.6,0.378,93.45,-1.8,1.5,0,0.3,0.26,0.312,4.4,0.986,0.364,6.6,1.069,-981.3,2.3,-2.48,-2.75,-3.02,2.56,8.5,4.66,100,8313,93.42,-2.3
04/28/2025 03:05:00 AM,0,0,0,0,126,1.17,1.8,0.1,0.37,93.44,-1.8,1.4,0,0.1,0.24,0.312,4.4,0.991,0.364,6.5,1.073,-973.4,2.3,-2.6,-2.9,-3.11,2.53,8.48,4.67,100,8312,93.41,-2.4
04/28/2025 03:10:00 AM,0,0,0,0,116,1.41,1.86,0.3,0.372,93.44,-1.8,1.5,0,-0.1,0.25,0.312,4.3,0.991,0.364,6.5,1.07,-953.9,2.2,-2.67,-2.95,-3.14,2.5,8.46,4.67,100,8312,93.41,-2.5
04/28/2025 03:15:00 AM,0,0,0,0,115,1.43,1.94,0.2,0.37,93.43,-1.8,1.5,0,-0.2,0.25,0.312,4.3,0.991,0.364,6.5,1.07,-941.4,2.2,-2.83,-3.12,-3.32,2.45,8.46,4.68,100,8310,93.4,-2.6
04/28/2025 03:20:00 AM,0,0,0,0,116,1.56,2.1,0.1,0.37,93.42,-1.8,1.5,0,-0.4,0.25,0.312,4.2,0.991,0.364,6.4,1.07,-939.1,2.1,-2.96,-3.27,-3.42,2.41,8.43,4.67,100,8311,93.39,-2.7
04/28/2025 03:25:00 AM,0,0,0,0,107,1.16,1.5,-0.3,0.372,93.41,-1.9,1.6,0,-0.5,0.23,0.312,4.2,0.992,0.364,6.4,1.07,-931.3,2.1,-3.04,-3.33,-3.5,2.36,8.42,4.66,100,8309,93.38,-2.8
04/28/2025 03:30:00 AM,0,0,0,0,101,1.09,1.76,-0.4,0.37,93.41,-1.9,1.4,0,-0.7,0.22,0.312,4.2,0.994,0.364,6.4,1.07,-932.6,2.1,-3.35,-3.73,-4.04,2.31,8.37,4.67,100,8311,93.38,-2.9
04/28/2025 03:35:00 AM,0,0,0,0,108,1.26,2.26,-0.3,0.37,93.4,-1.8,1.4,0,-0.9,0.23,0.312,4.1,0.992,0.364,6.3,1.071,-908,2,-3.57,-3.9,-4.25,2.2,8.37,4.66,100,8310,93.37,-3.1
04/28/2025 03:40:00 AM,0,0,0,0,141,1.09,2.25,-0.7,0.376,93.39,-1.9,1.5,0,-0.9,0.21,0.312,4.1,0.992,0.364,6.3,1.066,-897.2,2,-3.43,-3.81,-4,2.15,8.35,4.67,100,8308,93.36,-3.2
04/28/2025 03:45:00 AM,0,0,0,0,131,0.91,1.16,-0.9,0.37,93.38,-1.8,1.5,0,-1.1,0.2,0.312,4,0.992,0.364,6.3,1.068,-881.9,1.9,-3.42,-3.81,-4,2.12,8.34,4.67,100,8308,93.36,-3.4
04/28/2025 03:50:00 AM,0,0,0,0,158,0.93,2.07,-0.9,0.37,93.38,-1.9,1.5,0,-1.3,0.2,0.312,4,0.992,0.364,6.2,1.068,-863.4,1.9,-3.56,-4.02,-4.26,2.06,8.32,4.67,100,8304,93.35,-3.5
04/28/2025 03:55:00 AM,0,0,0,0,120,1.77,2.29,-0.4,0.376,93.38,-1.9,1.5,0,-1.4,0.22,0.312,3.9,0.997,0.364,6.2,1.068,-858.8,1.8,-3.49,-3.77,-3.9,2.01,8.29,4.67,100,8308,93.35,-3.6
04/28/2025 04:00:00 AM,0,0,0,0,116,1.33,2.19,-0.6,0.38,93.38,-1.8,1.5,0,-1.3,0.21,0.312,3.9,0.992,0.364,6.1,1.054,-861.2,1.8,-3.28,-3.63,-3.78,1.99,8.29,4.67,100,8308,93.35,-3.6
04/28/2025 04:05:00 AM,0,0,0,0,110,1.92,2.45,0.1,0.38,93.37,-1.8,1.6,0,-1.3,0.23,0.312,3.9,0.993,0.364,6.1,1.069,-843.9,1.8,-3.11,-3.28,-3.51,1.97,8.27,4.67,100,8307,93.34,-3.5
04/28/2025 04:10:00 AM,0,0,0,0,115,1.67,1.96,-0.1,0.38,93.37,-1.9,1.5,0,-1.2,0.23,0.312,3.9,0.992,0.364,6.1,1.071,-835.8,1.8,-2.85,-3.05,-3.22,1.96,8.27,4.68,100,8307,93.34,-3.4
04/28/2025 04:15:00 AM,0,0,0,0,118,1.73,2.1,-0.3,0.38,93.36,-1.9,1.5,0,-1.1,0.22,0.312,3.9,0.992,0.364,6,1.061,-823.8,1.7,-2.83,-3.07,-3.14,1.96,8.25,4.68,100,8306,93.33,-3.2
04/28/2025 04:20:00 AM,0,0,0,0,118,1.94,2.39,0,0.382,93.35,-1.9,1.6,0,-1,0.23,0.312,3.8,0.993,0.364,6,1.069,-817,1.7,-2.85,-3.07,-3.12,1.96,8.23,4.67,100,8305,93.33,-3.2
